window,TP,FP,FN,precision,recall,f1,latency_sec,num_generated,num_ground_truth
4040,18,0,1,1.0,0.9473684210526315,0.972972972972973,0.18895220756530762,18,19
4050,18,0,2,1.0,0.9,0.9473684210526316,0.3042111396789551,18,20
4060,17,0,2,1.0,0.8947368421052632,0.9444444444444444,0.1884167194366455,17,19
4070,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.26539158821105957,21,23
4080,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.22260165214538574,21,23
4090,22,0,2,1.0,0.9166666666666666,0.9565217391304348,0.38446998596191406,22,24
4100,23,0,2,1.0,0.92,0.9583333333333334,0.4611656665802002,23,25
4110,23,0,2,1.0,0.92,0.9583333333333334,0.26032352447509766,23,25
4120,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.2348775863647461,21,23
4130,18,0,2,1.0,0.9,0.9473684210526316,0.2719545364379883,18,20
4140,21,0,2,1.0,0.9130434782608695,0.9545454545454545,0.42240381240844727,21,23
4150,19,0,2,1.0,0.9047619047619048,0.9500000000000001,0.30843186378479004,19,21
4160,18,0,1,1.0,0.9473684210526315,0.972972972972973,0.18968963623046875,18,19
4170,14,0,1,1.0,0.9333333333333333,0.9655172413793104,0.1570756435394287,14,15
4180,15,0,1,1.0,0.9375,0.967741935483871,0.16986823081970215,15,16
4190,14,0,1,1.0,0.9333333333333333,0.9655172413793104,0.1594071388244629,14,15
4200,13,0,1,1.0,0.9285714285714286,0.962962962962963,0.1814136505126953,13,14
4210,13,0,0,1.0,1.0,1.0,0.14298439025878906,13,13
4220,14,0,1,1.0,0.9333333333333333,0.9655172413793104,0.18078875541687012,14,15
